INFO   | jvm 1    | 2012/10/01 14:51:35 | Oct 01, 2012 2:51:35 PM spade.core.Buffer putEdge
INFO   | jvm 1    | 2012/10/01 14:51:35 | WARNING: Not putting edge. Source is null
INFO   | jvm 1    | 2012/10/01 14:51:35 | Oct 01, 2012 2:51:35 PM spade.core.Buffer putEdge
INFO   | jvm 1    | 2012/10/01 14:51:35 | WARNING: Not putting edge. End vertices are equal
INFO   | jvm 1    | 2012/10/01 14:51:35 | Oct 01, 2012 2:51:35 PM spade.reporter.FusionFUSE read
INFO   | jvm 1    | 2012/10/01 14:51:35 | INFO: Putting Used edge: 
INFO   | jvm 1    | 2012/10/01 14:51:35 | type:Used|iotime:10|endtime:1349121095360
STATUS | wrapper  | 2012/10/01 15:03:33 | TERM trapped.  Shutting down.
ERROR  | wrapper  | 2012/10/01 15:03:53 | Shutdown failed: Timed out waiting for the JVM to terminate.
ERROR  | wrapper  | 2012/10/01 15:03:53 | JVM did not exit on request, terminated
STATUS | wrapper  | 2012/10/01 15:03:53 | <-- Wrapper Stopped
